application_id,applicant_id,employment_id,contact_info_id,next_of_kin_id,application_date,loan_type,loan_amount_requested_usd,loan_purpose,repayment_tenure_months
USLW-APP-20250115-693,Ap427359,Em427359,Ci427359,Nk427359,2025-01-15,Personal,6095.0,Vacation,27.0
USLW-APP-20241221-394,Ap702875,Em702875,Ci702875,Nk702875,2024-12-21,Personal,2617.0,Home Improvement,20.0
USLW-APP-20240519-235,Ap106949,Em106949,Ci106949,Nk106949,2024-05-19,Small Business,107480.0,Equipment Purchase,44.0
USLW-APP-20250211-524,Ap863185,Em863185,Ci863185,Nk863185,2025-02-11,Small Business,239560.0,Startup Costs,38.0
USLW-APP-20241026-873,Ap417537,Em417537,Ci417537,Nk417537,2024-10-26,Small Business,492171.0,Expansion,39.0
USLW-APP-20240704-244,Ap828913,Em828913,Ci828913,Nk828913,2024-07-04,Personal,21727.0,Medical Expenses,52.0
USLW-APP-20240423-333,Ap762301,Em762301,Ci762301,Nk762301,2024-04-23,Small Business,95393.0,Expansion,37.0
USLW-APP-20241201-896,Ap650222,Em650222,Ci650222,Nk650222,2024-12-01,Mortgage,713141.0,Refinance,307.0
USLW-APP-20250117-250,Ap880722,Em880722,Ci880722,Nk880722,2025-01-17,Personal,35359.0,Medical Expenses,51.0
USLW-APP-20240426-661,Ap555102,Em555102,Ci555102,Nk555102,2024-04-26,Small Business,147232.0,Working Capital,34.0
USLW-APP-20240818-459,Ap437889,Em437889,Ci437889,Nk437889,2024-08-18,Personal,35684.0,Debt Consolidation,49.0
USLW-APP-20240707-338,Ap576467,Em576467,Ci576467,Nk576467,2024-07-07,Personal,19487.0,Education,48.0
USLW-APP-20241129-638,Ap456600,Em456600,Ci456600,Nk456600,2024-11-29,Personal,41606.0,Education,49.0
USLW-APP-20240511-485,Ap415557,Em415557,Ci415557,Nk415557,2024-05-11,Personal,5556.0,Debt Consolidation,31.0
USLW-APP-20240428-541,Ap983671,Em983671,Ci983671,Nk983671,2024-04-28,Small Business,493761.0,Equipment Purchase,29.0
USLW-APP-20250106-437,Ap404462,Em404462,Ci404462,Nk404462,2025-01-06,Auto,8004.0,Used Car Purchase,34.0
USLW-APP-20250305-217,Ap350875,Em350875,Ci350875,Nk350875,2025-03-05,Personal,32745.0,Vacation,41.0
USLW-APP-20240422-689,Ap563389,Em563389,Ci563389,Nk563389,2024-04-22,Personal,21956.0,Debt Consolidation,40.0
USLW-APP-20240508-970,Ap170390,Em170390,Ci170390,Nk170390,2024-05-08,Mortgage,282433.0,Home Purchase,206.0
USLW-APP-20240506-621,Ap807689,Em807689,Ci807689,Nk807689,2024-05-06,Personal,45894.0,Vacation,44.0
USLW-APP-20250111-216,Ap353490,Em353490,Ci353490,Nk353490,2025-01-11,Personal,28940.0,Home Improvement,34.0
USLW-APP-20250127-627,Ap667376,Em667376,Ci667376,Nk667376,2025-01-27,Personal,39415.0,Medical Expenses,43.0
USLW-APP-20240603-192,Ap347940,Em347940,Ci347940,Nk347940,2024-06-03,Small Business,128815.0,Working Capital,82.0
USLW-APP-20250309-154,Ap465340,Em465340,Ci465340,Nk465340,2025-03-09,Mortgage,466600.0,Refinance,322.0
USLW-APP-20240413-588,Ap533027,Em533027,Ci533027,Nk533027,2024-04-13,Personal,46865.0,Home Improvement,58.0
USLW-APP-20240920-905,Ap608041,Em608041,Ci608041,Nk608041,2024-09-20,Personal,14329.0,Medical Expenses,46.0
USLW-APP-20241010-575,Ap417623,Em417623,Ci417623,Nk417623,2024-10-10,Small Business,492864.0,Startup Costs,73.0
USLW-APP-20240909-352,Ap316464,Em316464,Ci316464,Nk316464,2024-09-09,Personal,46197.0,Medical Expenses,17.0
USLW-APP-20241019-297,Ap842729,Em842729,Ci842729,Nk842729,2024-10-19,Mortgage,423423.0,Refinance,335.0
USLW-APP-20250116-883,Ap610736,Em610736,Ci610736,Nk610736,2025-01-16,Mortgage,939353.0,Home Purchase,246.0
USLW-APP-20241005-811,Ap906395,Em906395,Ci906395,Nk906395,2024-10-05,Personal,16407.0,Debt Consolidation,28.0
USLW-APP-20250313-511,Ap417267,Em417267,Ci417267,Nk417267,2025-03-13,Small Business,376428.0,Startup Costs,72.0
USLW-APP-20241024-917,Ap750199,Em750199,Ci750199,Nk750199,2024-10-24,Mortgage,823968.0,Home Purchase,259.0
USLW-APP-20250328-278,Ap988900,Em988900,Ci988900,Nk988900,2025-03-28,Small Business,45873.0,Equipment Purchase,67.0
USLW-APP-20250220-313,Ap323777,Em323777,Ci323777,Nk323777,2025-02-20,Personal,44708.0,Home Improvement,46.0
USLW-APP-20240505-792,Ap959909,Em959909,Ci959909,Nk959909,2024-05-05,Personal,37896.0,Vacation,50.0
USLW-APP-20240831-636,Ap900820,Em900820,Ci900820,Nk900820,2024-08-31,Personal,15950.0,Education,17.0
USLW-APP-20240712-700,Ap105569,Em105569,Ci105569,Nk105569,2024-07-12,Personal,22619.0,Vacation,30.0
USLW-APP-20250112-779,Ap694124,Em694124,Ci694124,Nk694124,2025-01-12,Personal,1887.0,Education,57.0
USLW-APP-20240427-835,Ap728861,Em728861,Ci728861,Nk728861,2024-04-27,Small Business,36103.0,Expansion,56.0
USLW-APP-20240413-275,Ap529802,Em529802,Ci529802,Nk529802,2024-04-13,Small Business,345543.0,Expansion,59.0
USLW-APP-20250310-455,Ap358090,Em358090,Ci358090,Nk358090,2025-03-10,Personal,8171.0,Vacation,53.0
USLW-APP-20240805-596,Ap767375,Em767375,Ci767375,Nk767375,2024-08-05,Personal,41807.0,Medical Expenses,30.0
USLW-APP-20241126-841,Ap145002,Em145002,Ci145002,Nk145002,2024-11-26,Small Business,439310.0,Inventory,67.0
USLW-APP-20241116-236,Ap871954,Em871954,Ci871954,Nk871954,2024-11-16,Auto,42249.0,New Car Purchase,46.0
USLW-APP-20240603-937,Ap761614,Em761614,Ci761614,Nk761614,2024-06-03,Mortgage,422889.0,Refinance,245.0
USLW-APP-20250102-397,Ap779574,Em779574,Ci779574,Nk779574,2025-01-02,Personal,45377.0,Other,16.0
USLW-APP-20240422-505,Ap598870,Em598870,Ci598870,Nk598870,2024-04-22,Personal,22440.0,Home Improvement,18.0
USLW-APP-20240528-309,Ap311791,Em311791,Ci311791,Nk311791,2024-05-28,Personal,37317.0,Vacation,30.0
USLW-APP-20241006-999,Ap302846,Em302846,Ci302846,Nk302846,2024-10-06,Personal,48007.0,Home Improvement,35.0
USLW-APP-20240603-606,Ap761450,Em761450,Ci761450,Nk761450,2024-06-03,Small Business,429913.0,Working Capital,79.0
USLW-APP-20240902-842,Ap766997,Em766997,Ci766997,Nk766997,2024-09-02,Mortgage,174988.0,Home Purchase,353.0
USLW-APP-20240923-333,Ap777775,Em777775,Ci777775,Nk777775,2024-09-23,Personal,37802.0,Vacation,38.0
USLW-APP-20241022-708,Ap124071,Em124071,Ci124071,Nk124071,2024-10-22,Personal,25049.0,Vacation,16.0
USLW-APP-20240911-461,Ap682531,Em682531,Ci682531,Nk682531,2024-09-11,Auto,60221.0,Used Car Purchase,53.0
USLW-APP-20250204-437,Ap994647,Em994647,Ci994647,Nk994647,2025-02-04,Personal,41723.0,Other,39.0
USLW-APP-20240908-206,Ap272312,Em272312,Ci272312,Nk272312,2024-09-08,Mortgage,801175.0,Refinance,193.0
USLW-APP-20240421-234,Ap357218,Em357218,Ci357218,Nk357218,2024-04-21,Small Business,480786.0,Expansion,30.0
USLW-APP-20240807-532,Ap314879,Em314879,Ci314879,Nk314879,2024-08-07,Mortgage,996293.0,Refinance,266.0
USLW-APP-20240408-115,Ap463714,Em463714,Ci463714,Nk463714,2024-04-08,Personal,6923.0,Other,23.0
USLW-APP-20241226-367,Ap526650,Em526650,Ci526650,Nk526650,2024-12-26,Small Business,41857.0,Equipment Purchase,55.0
USLW-APP-20240630-843,Ap431868,Em431868,Ci431868,Nk431868,2024-06-30,Personal,49978.0,Medical Expenses,27.0
USLW-APP-20240604-566,Ap962129,Em962129,Ci962129,Nk962129,2024-06-04,Personal,1206.0,Education,51.0
USLW-APP-20240705-198,Ap653020,Em653020,Ci653020,Nk653020,2024-07-05,Personal,39994.0,Debt Consolidation,53.0
USLW-APP-20241204-670,Ap745753,Em745753,Ci745753,Nk745753,2024-12-04,Personal,7121.0,Medical Expenses,57.0
USLW-APP-20240907-130,Ap517170,Em517170,Ci517170,Nk517170,2024-09-07,Mortgage,628282.0,Home Purchase,188.0
USLW-APP-20240710-243,Ap157108,Em157108,Ci157108,Nk157108,2024-07-10,Personal,27013.0,Home Improvement,28.0
USLW-APP-20250212-979,Ap580721,Em580721,Ci580721,Nk580721,2025-02-12,Personal,45896.0,Other,13.0
USLW-APP-20241102-945,Ap211195,Em211195,Ci211195,Nk211195,2024-11-02,Personal,29717.0,Debt Consolidation,47.0
USLW-APP-20250131-301,Ap989513,Em989513,Ci989513,Nk989513,2025-01-31,Small Business,390357.0,Expansion,60.0
USLW-APP-20240927-724,Ap136668,Em136668,Ci136668,Nk136668,2024-09-27,Personal,16221.0,Education,51.0
USLW-APP-20240611-392,Ap385205,Em385205,Ci385205,Nk385205,2024-06-11,Personal,47879.0,Debt Consolidation,14.0
USLW-APP-20240815-491,Ap441396,Em441396,Ci441396,Nk441396,2024-08-15,Small Business,495112.0,Startup Costs,48.0
USLW-APP-20240811-574,Ap664037,Em664037,Ci664037,Nk664037,2024-08-11,Small Business,118209.0,Expansion,77.0
USLW-APP-20241214-132,Ap230560,Em230560,Ci230560,Nk230560,2024-12-14,Auto,47314.0,New Car Purchase,48.0
USLW-APP-20250209-294,Ap466824,Em466824,Ci466824,Nk466824,2025-02-09,Mortgage,961299.0,Home Purchase,357.0
USLW-APP-20240816-996,Ap247979,Em247979,Ci247979,Nk247979,2024-08-16,Small Business,218734.0,Working Capital,75.0
USLW-APP-20240807-412,Ap249849,Em249849,Ci249849,Nk249849,2024-08-07,Personal,43344.0,Home Improvement,56.0
USLW-APP-20250301-499,Ap848589,Em848589,Ci848589,Nk848589,2025-03-01,Personal,20073.0,Other,53.0
USLW-APP-20240509-180,Ap151745,Em151745,Ci151745,Nk151745,2024-05-09,Small Business,373838.0,Working Capital,57.0
USLW-APP-20241209-794,Ap470608,Em470608,Ci470608,Nk470608,2024-12-09,Personal,39823.0,Debt Consolidation,59.0
USLW-APP-20240927-637,Ap191865,Em191865,Ci191865,Nk191865,2024-09-27,Personal,24685.0,Education,22.0
USLW-APP-20241228-899,Ap998860,Em998860,Ci998860,Nk998860,2024-12-28,Auto,65634.0,Refinance,51.0
USLW-APP-20250226-883,Ap312890,Em312890,Ci312890,Nk312890,2025-02-26,Auto,73602.0,Refinance,26.0
USLW-APP-20240727-814,Ap123624,Em123624,Ci123624,Nk123624,2024-07-27,Personal,14838.0,Vacation,28.0
USLW-APP-20240513-769,Ap123321,Em123321,Ci123321,Nk123321,2024-05-13,Mortgage,955932.0,Home Purchase,234.0
USLW-APP-20241108-457,Ap503704,Em503704,Ci503704,Nk503704,2024-11-08,Personal,38515.0,Debt Consolidation,13.0
USLW-APP-20241001-305,Ap909006,Em909006,Ci909006,Nk909006,2024-10-01,Personal,39824.0,Vacation,44.0
USLW-APP-20240430-797,Ap274293,Em274293,Ci274293,Nk274293,2024-04-30,Personal,38715.0,Home Improvement,38.0
USLW-APP-20240619-493,Ap883415,Em883415,Ci883415,Nk883415,2024-06-19,Auto,39875.0,New Car Purchase,36.0
USLW-APP-20250108-846,Ap286717,Em286717,Ci286717,Nk286717,2025-01-08,Personal,23505.0,Medical Expenses,52.0
USLW-APP-20240902-317,Ap480975,Em480975,Ci480975,Nk480975,2024-09-02,Personal,14796.0,Education,12.0
USLW-APP-20241225-413,Ap283868,Em283868,Ci283868,Nk283868,2024-12-25,Small Business,125972.0,Working Capital,83.0
USLW-APP-20250101-917,Ap759792,Em759792,Ci759792,Nk759792,2025-01-01,Personal,4752.0,Home Improvement,47.0
USLW-APP-20240605-358,Ap195257,Em195257,Ci195257,Nk195257,2024-06-05,Small Business,108987.0,Equipment Purchase,59.0
USLW-APP-20250306-868,Ap688579,Em688579,Ci688579,Nk688579,2025-03-06,Small Business,139939.0,Equipment Purchase,68.0
USLW-APP-20250222-133,Ap310176,Em310176,Ci310176,Nk310176,2025-02-22,Personal,1913.0,Debt Consolidation,60.0
USLW-APP-20241227-507,Ap290471,Em290471,Ci290471,Nk290471,2024-12-27,Personal,12714.0,Other,59.0
USLW-APP-20240505-136,Ap572930,Em572930,Ci572930,Nk572930,2024-05-05,Mortgage,998524.0,Home Purchase,190.0
USLW-APP-20250110-940,Ap936860,Em936860,Ci936860,Nk936860,2025-01-10,Personal,19095.0,Education,13.0
USLW-APP-20240423-408,Ap843091,Em843091,Ci843091,Nk843091,2024-04-23,Small Business,327380.0,Startup Costs,61.0
USLW-APP-20250324-320,Ap618862,Em618862,Ci618862,Nk618862,2025-03-24,Personal,47361.0,Vacation,19.0
USLW-APP-20250330-206,Ap575774,Em575774,Ci575774,Nk575774,2025-03-30,Small Business,86867.0,Equipment Purchase,57.0
USLW-APP-20250301-178,Ap735605,Em735605,Ci735605,Nk735605,2025-03-01,Personal,28634.0,Medical Expenses,14.0
USLW-APP-20250111-519,Ap239789,Em239789,Ci239789,Nk239789,2025-01-11,Mortgage,314248.0,Refinance,202.0
USLW-APP-20240921-159,Ap489593,Em489593,Ci489593,Nk489593,2024-09-21,Auto,66010.0,Refinance,27.0
USLW-APP-20240722-783,Ap915131,Em915131,Ci915131,Nk915131,2024-07-22,Personal,2784.0,Vacation,49.0
USLW-APP-20250215-184,Ap173686,Em173686,Ci173686,Nk173686,2025-02-15,Auto,44597.0,Used Car Purchase,51.0
USLW-APP-20240703-252,Ap167661,Em167661,Ci167661,Nk167661,2024-07-03,Auto,61153.0,Used Car Purchase,40.0
USLW-APP-20240721-371,Ap668535,Em668535,Ci668535,Nk668535,2024-07-21,Personal,25917.0,Medical Expenses,43.0
USLW-APP-20240430-160,Ap345121,Em345121,Ci345121,Nk345121,2024-04-30,Auto,11036.0,Used Car Purchase,67.0
USLW-APP-20240607-732,Ap772108,Em772108,Ci772108,Nk772108,2024-06-07,Personal,25972.0,Other,48.0
USLW-APP-20240914-264,Ap467257,Em467257,Ci467257,Nk467257,2024-09-14,Auto,66835.0,Refinance,66.0
USLW-APP-20240726-207,Ap366765,Em366765,Ci366765,Nk366765,2024-07-26,Personal,18291.0,Medical Expenses,17.0
USLW-APP-20240926-518,Ap246106,Em246106,Ci246106,Nk246106,2024-09-26,Small Business,60908.0,Inventory,26.0
USLW-APP-20250328-147,Ap358930,Em358930,Ci358930,Nk358930,2025-03-28,Personal,25887.0,Medical Expenses,54.0
USLW-APP-20241002-193,Ap760482,Em760482,Ci760482,Nk760482,2024-10-02,Personal,18937.0,Medical Expenses,18.0
USLW-APP-20240628-100,Ap904462,Em904462,Ci904462,Nk904462,2024-06-28,Small Business,118830.0,Equipment Purchase,67.0
USLW-APP-20240417-205,Ap969270,Em969270,Ci969270,Nk969270,2024-04-17,Mortgage,698943.0,Home Purchase,274.0
USLW-APP-20241028-221,Ap971149,Em971149,Ci971149,Nk971149,2024-10-28,Auto,73223.0,Used Car Purchase,60.0
USLW-APP-20240829-760,Ap548874,Em548874,Ci548874,Nk548874,2024-08-29,Personal,46663.0,Vacation,48.0
USLW-APP-20240413-971,Ap662926,Em662926,Ci662926,Nk662926,2024-04-13,Personal,45691.0,Home Improvement,55.0
USLW-APP-20240824-464,Ap953499,Em953499,Ci953499,Nk953499,2024-08-24,Personal,26144.0,Other,31.0
USLW-APP-20240925-723,Ap218033,Em218033,Ci218033,Nk218033,2024-09-25,Personal,39440.0,Debt Consolidation,54.0
USLW-APP-20250114-563,Ap730265,Em730265,Ci730265,Nk730265,2025-01-14,Personal,28980.0,Medical Expenses,26.0
USLW-APP-20240515-792,Ap713157,Em713157,Ci713157,Nk713157,2024-05-15,Personal,23928.0,Debt Consolidation,20.0
USLW-APP-20240520-691,Ap729474,Em729474,Ci729474,Nk729474,2024-05-20,Mortgage,220013.0,Refinance,227.0
USLW-APP-20241110-891,Ap921106,Em921106,Ci921106,Nk921106,2024-11-10,Mortgage,520812.0,Home Purchase,338.0
USLW-APP-20250319-452,Ap266926,Em266926,Ci266926,Nk266926,2025-03-19,Personal,13546.0,Education,55.0
USLW-APP-20250221-832,Ap670559,Em670559,Ci670559,Nk670559,2025-02-21,Personal,37537.0,Debt Consolidation,25.0
USLW-APP-20240403-663,Ap960120,Em960120,Ci960120,Nk960120,2024-04-03,Mortgage,405959.0,Refinance,296.0
USLW-APP-20241029-682,Ap531734,Em531734,Ci531734,Nk531734,2024-10-29,Personal,37525.0,Debt Consolidation,48.0
USLW-APP-20241214-454,Ap473220,Em473220,Ci473220,Nk473220,2024-12-14,Personal,24052.0,Home Improvement,50.0
USLW-APP-20241019-194,Ap765627,Em765627,Ci765627,Nk765627,2024-10-19,Auto,63632.0,Refinance,60.0
USLW-APP-20250210-914,Ap321897,Em321897,Ci321897,Nk321897,2025-02-10,Auto,63689.0,Refinance,42.0
USLW-APP-20250119-437,Ap101062,Em101062,Ci101062,Nk101062,2025-01-19,Small Business,231466.0,Startup Costs,43.0
USLW-APP-20240709-852,Ap347736,Em347736,Ci347736,Nk347736,2024-07-09,Small Business,252720.0,Working Capital,46.0
USLW-APP-20241217-910,Ap674736,Em674736,Ci674736,Nk674736,2024-12-17,Small Business,277482.0,Inventory,42.0
USLW-APP-20250329-187,Ap195462,Em195462,Ci195462,Nk195462,2025-03-29,Small Business,431555.0,Equipment Purchase,38.0
USLW-APP-20241223-206,Ap499445,Em499445,Ci499445,Nk499445,2024-12-23,Mortgage,428587.0,Refinance,354.0
USLW-APP-20240512-832,Ap550009,Em550009,Ci550009,Nk550009,2024-05-12,Personal,20765.0,Education,23.0
USLW-APP-20240815-748,Ap870173,Em870173,Ci870173,Nk870173,2024-08-15,Small Business,237329.0,Inventory,76.0
USLW-APP-20240907-970,Ap672203,Em672203,Ci672203,Nk672203,2024-09-07,Auto,19667.0,Used Car Purchase,55.0
USLW-APP-20240801-598,Ap366776,Em366776,Ci366776,Nk366776,2024-08-01,Personal,33829.0,Home Improvement,28.0
USLW-APP-20241214-547,Ap728880,Em728880,Ci728880,Nk728880,2024-12-14,Personal,19837.0,Debt Consolidation,57.0
USLW-APP-20241003-573,Ap758956,Em758956,Ci758956,Nk758956,2024-10-03,Personal,39688.0,Medical Expenses,41.0
USLW-APP-20240827-591,Ap471923,Em471923,Ci471923,Nk471923,2024-08-27,Personal,13576.0,Other,49.0
USLW-APP-20250123-830,Ap499384,Em499384,Ci499384,Nk499384,2025-01-23,Personal,7072.0,Vacation,28.0
USLW-APP-20240602-561,Ap732387,Em732387,Ci732387,Nk732387,2024-06-02,Personal,15552.0,Education,55.0
USLW-APP-20241016-399,Ap631849,Em631849,Ci631849,Nk631849,2024-10-16,Small Business,386912.0,Working Capital,41.0
USLW-APP-20240427-616,Ap567010,Em567010,Ci567010,Nk567010,2024-04-27,Mortgage,307461.0,Refinance,308.0
USLW-APP-20241215-446,Ap706440,Em706440,Ci706440,Nk706440,2024-12-15,Personal,8112.0,Education,29.0
USLW-APP-20240506-517,Ap749324,Em749324,Ci749324,Nk749324,2024-05-06,Personal,48786.0,Medical Expenses,58.0
USLW-APP-20250201-990,Ap486193,Em486193,Ci486193,Nk486193,2025-02-01,Small Business,23363.0,Startup Costs,44.0
USLW-APP-20250117-750,Ap126734,Em126734,Ci126734,Nk126734,2025-01-17,Personal,11465.0,Education,33.0
USLW-APP-20241011-607,Ap126069,Em126069,Ci126069,Nk126069,2024-10-11,Mortgage,645493.0,Home Purchase,211.0
USLW-APP-20240709-151,Ap835265,Em835265,Ci835265,Nk835265,2024-07-09,Small Business,114507.0,Working Capital,74.0
USLW-APP-20240821-493,Ap637198,Em637198,Ci637198,Nk637198,2024-08-21,Small Business,363121.0,Inventory,80.0
USLW-APP-20240924-421,Ap435623,Em435623,Ci435623,Nk435623,2024-09-24,Small Business,236441.0,Working Capital,57.0
USLW-APP-20240915-777,Ap570951,Em570951,Ci570951,Nk570951,2024-09-15,Personal,45297.0,Home Improvement,54.0
USLW-APP-20241122-177,Ap181264,Em181264,Ci181264,Nk181264,2024-11-22,Mortgage,75489.0,Home Purchase,183.0
USLW-APP-20240424-690,Ap123275,Em123275,Ci123275,Nk123275,2024-04-24,Personal,6641.0,Vacation,43.0
USLW-APP-20240709-701,Ap696562,Em696562,Ci696562,Nk696562,2024-07-09,Small Business,425880.0,Equipment Purchase,63.0
USLW-APP-20250123-724,Ap574665,Em574665,Ci574665,Nk574665,2025-01-23,Auto,70096.0,New Car Purchase,38.0
USLW-APP-20240407-651,Ap462920,Em462920,Ci462920,Nk462920,2024-04-07,Mortgage,535952.0,Home Purchase,271.0
USLW-APP-20241224-943,Ap291076,Em291076,Ci291076,Nk291076,2024-12-24,Auto,52117.0,Refinance,26.0
USLW-APP-20240729-863,Ap294053,Em294053,Ci294053,Nk294053,2024-07-29,Small Business,212066.0,Inventory,61.0
USLW-APP-20241225-570,Ap809913,Em809913,Ci809913,Nk809913,2024-12-25,Personal,8269.0,Medical Expenses,29.0
USLW-APP-20250326-238,Ap672735,Em672735,Ci672735,Nk672735,2025-03-26,Small Business,157951.0,Expansion,63.0
USLW-APP-20240515-842,Ap699991,Em699991,Ci699991,Nk699991,2024-05-15,Small Business,182837.0,Equipment Purchase,73.0
USLW-APP-20241219-582,Ap962522,Em962522,Ci962522,Nk962522,2024-12-19,Personal,46590.0,Home Improvement,23.0
USLW-APP-20250125-561,Ap903692,Em903692,Ci903692,Nk903692,2025-01-25,Personal,27545.0,Home Improvement,46.0
USLW-APP-20240703-463,Ap212581,Em212581,Ci212581,Nk212581,2024-07-03,Small Business,333024.0,Inventory,82.0
USLW-APP-20241115-119,Ap365956,Em365956,Ci365956,Nk365956,2024-11-15,Personal,7802.0,Medical Expenses,25.0
USLW-APP-20250304-491,Ap521240,Em521240,Ci521240,Nk521240,2025-03-04,Personal,14344.0,Education,38.0
USLW-APP-20241213-173,Ap814016,Em814016,Ci814016,Nk814016,2024-12-13,Personal,48600.0,Medical Expenses,37.0
USLW-APP-20240529-510,Ap216421,Em216421,Ci216421,Nk216421,2024-05-29,Mortgage,890024.0,Refinance,240.0
USLW-APP-20250127-349,Ap625893,Em625893,Ci625893,Nk625893,2025-01-27,Personal,9713.0,Debt Consolidation,29.0
USLW-APP-20250305-998,Ap564374,Em564374,Ci564374,Nk564374,2025-03-05,Small Business,88846.0,Working Capital,72.0
USLW-APP-20240810-181,Ap172303,Em172303,Ci172303,Nk172303,2024-08-10,Personal,14971.0,Medical Expenses,56.0
USLW-APP-20240808-389,Ap258211,Em258211,Ci258211,Nk258211,2024-08-08,Personal,7902.0,Other,22.0
USLW-APP-20240814-241,Ap287210,Em287210,Ci287210,Nk287210,2024-08-14,Personal,44574.0,Medical Expenses,18.0
USLW-APP-20250402-738,Ap886237,Em886237,Ci886237,Nk886237,2025-04-02,Mortgage,793103.0,Refinance,188.0
USLW-APP-20241229-884,Ap962557,Em962557,Ci962557,Nk962557,2024-12-29,Personal,31822.0,Other,13.0
USLW-APP-20250113-128,Ap244990,Em244990,Ci244990,Nk244990,2025-01-13,Personal,14744.0,Vacation,21.0
USLW-APP-20240713-931,Ap258518,Em258518,Ci258518,Nk258518,2024-07-13,Personal,29130.0,Home Improvement,12.0
USLW-APP-20241128-306,Ap224040,Em224040,Ci224040,Nk224040,2024-11-28,Small Business,86192.0,Inventory,77.0
USLW-APP-20241210-105,Ap768406,Em768406,Ci768406,Nk768406,2024-12-10,Personal,29584.0,Vacation,18.0
USLW-APP-20250223-310,Ap623138,Em623138,Ci623138,Nk623138,2025-02-23,Mortgage,491101.0,Refinance,189.0
USLW-APP-20240504-299,Ap518034,Em518034,Ci518034,Nk518034,2024-05-04,Personal,18616.0,Home Improvement,12.0
USLW-APP-20240527-606,Ap856254,Em856254,Ci856254,Nk856254,2024-05-27,Small Business,71021.0,Working Capital,39.0
USLW-APP-20240721-410,Ap890756,Em890756,Ci890756,Nk890756,2024-07-21,Personal,28454.0,Vacation,17.0
USLW-APP-20250114-353,Ap962755,Em962755,Ci962755,Nk962755,2025-01-14,Personal,45011.0,Other,16.0
USLW-APP-20241130-463,Ap895543,Em895543,Ci895543,Nk895543,2024-11-30,Personal,23700.0,Vacation,19.0
USLW-APP-20250312-141,Ap640677,Em640677,Ci640677,Nk640677,2025-03-12,Personal,24469.0,Vacation,30.0
USLW-APP-20240927-716,Ap746465,Em746465,Ci746465,Nk746465,2024-09-27,Small Business,488643.0,Expansion,48.0
USLW-APP-20240518-771,Ap403571,Em403571,Ci403571,Nk403571,2024-05-18,Personal,33884.0,Home Improvement,30.0
USLW-APP-20240416-301,Ap784106,Em784106,Ci784106,Nk784106,2024-04-16,Personal,35748.0,Medical Expenses,42.0
USLW-APP-20240819-946,Ap222883,Em222883,Ci222883,Nk222883,2024-08-19,Personal,50000.0,Medical Expenses,28.0
USLW-APP-20250125-208,Ap843246,Em843246,Ci843246,Nk843246,2025-01-25,Small Business,54368.0,Inventory,56.0
USLW-APP-20240525-989,Ap862501,Em862501,Ci862501,Nk862501,2024-05-25,Small Business,217253.0,Expansion,47.0
USLW-APP-20241107-464,Ap487952,Em487952,Ci487952,Nk487952,2024-11-07,Mortgage,297670.0,Refinance,310.0
USLW-APP-20240609-331,Ap212221,Em212221,Ci212221,Nk212221,2024-06-09,Mortgage,504456.0,Home Purchase,213.0
USLW-APP-20241106-467,Ap899666,Em899666,Ci899666,Nk899666,2024-11-06,Personal,4411.0,Other,53.0
USLW-APP-20240616-790,Ap360669,Em360669,Ci360669,Nk360669,2024-06-16,Personal,16876.0,Home Improvement,43.0
USLW-APP-20241016-757,Ap859224,Em859224,Ci859224,Nk859224,2024-10-16,Auto,59268.0,Refinance,49.0
USLW-APP-20241228-888,Ap939873,Em939873,Ci939873,Nk939873,2024-12-28,Personal,41018.0,Education,41.0
USLW-APP-20250213-907,Ap625134,Em625134,Ci625134,Nk625134,2025-02-13,Personal,49294.0,Vacation,42.0
USLW-APP-20240908-826,Ap635242,Em635242,Ci635242,Nk635242,2024-09-08,Auto,18807.0,Used Car Purchase,47.0
USLW-APP-20241024-789,Ap441383,Em441383,Ci441383,Nk441383,2024-10-24,Auto,6934.0,Refinance,30.0
USLW-APP-20241028-621,Ap344761,Em344761,Ci344761,Nk344761,2024-10-28,Auto,28356.0,Used Car Purchase,49.0
USLW-APP-20250227-794,Ap932946,Em932946,Ci932946,Nk932946,2025-02-27,Personal,12907.0,Other,19.0
USLW-APP-20240413-889,Ap974668,Em974668,Ci974668,Nk974668,2024-04-13,Personal,42475.0,Education,22.0
USLW-APP-20240727-691,Ap984011,Em984011,Ci984011,Nk984011,2024-07-27,Small Business,174972.0,Expansion,63.0
USLW-APP-20241226-391,Ap237541,Em237541,Ci237541,Nk237541,2024-12-26,Personal,47324.0,Education,34.0
USLW-APP-20240725-272,Ap928533,Em928533,Ci928533,Nk928533,2024-07-25,Small Business,129272.0,Inventory,40.0
USLW-APP-20240618-502,Ap164323,Em164323,Ci164323,Nk164323,2024-06-18,Personal,19277.0,Medical Expenses,32.0
USLW-APP-20241006-254,Ap716210,Em716210,Ci716210,Nk716210,2024-10-06,Personal,2902.0,Debt Consolidation,56.0
USLW-APP-20250311-367,Ap289139,Em289139,Ci289139,Nk289139,2025-03-11,Auto,52832.0,Used Car Purchase,71.0
USLW-APP-20240907-744,Ap280448,Em280448,Ci280448,Nk280448,2024-09-07,Small Business,399696.0,Startup Costs,70.0
USLW-APP-20240511-329,Ap800947,Em800947,Ci800947,Nk800947,2024-05-11,Small Business,337801.0,Startup Costs,37.0
USLW-APP-20240918-585,Ap335659,Em335659,Ci335659,Nk335659,2024-09-18,Personal,43280.0,Education,42.0
